Date,Open,High,Low,Close,Adj Close,Volume
1962-01-02,1.6041666269302368,1.6197916269302368,1.5885416269302368,1.6041666269302368,0.13695742189884186,163200.0
1962-01-03,1.6041666269302368,1.6197916269302368,1.5885416269302368,1.6197916269302368,0.13829129934310913,156000.0
1962-01-04,1.65625,1.7083333730697632,1.65625,1.6614583730697632,0.14184868335723877,355200.0
1962-01-05,1.6614583730697632,1.6979166269302368,1.65625,1.6770833730697632,0.14318270981311798,163200.0
1962-01-08,1.6770833730697632,1.703125,1.6666666269302368,1.6875,0.14407198131084442,204000.0
1962-01-09,1.6875,1.71875,1.671875,1.703125,0.1454060822725296,290400.0
1962-01-10,1.703125,1.7135416269302368,1.6770833730697632,1.6822916269302368,0.1436273455619812,182400.0
1962-01-11,1.6822916269302368,1.7083333730697632,1.6666666269302368,1.7083333730697632,0.1458507776260376,384000.0
1962-01-12,1.7083333730697632,1.7395833730697632,1.6875,1.71875,0.14674009382724762,352800.0
1962-01-15,1.71875,1.7291666269302368,1.6875,1.7135416269302368,0.1462954431772232,280800.0
1962-01-16,1.6979166269302368,1.6979166269302368,1.6770833730697632,1.6875,0.14495347440242767,163200.0
1962-01-17,1.6875,1.7083333730697632,1.6770833730697632,1.6822916269302368,0.1445060670375824,160800.0
1962-01-18,1.6822916269302368,1.71875,1.6822916269302368,1.71875,0.14763784408569336,261600.0
1962-01-19,1.71875,1.75,1.6875,1.75,0.15032221376895905,357600.0
1962-01-22,1.75,1.7708333730697632,1.7447916269302368,1.7447916269302368,0.1498747020959854,261600.0
1962-01-23,1.7447916269302368,1.7604166269302368,1.7083333730697632,1.7083333730697632,0.14674310386180878,223200.0
1962-01-24,1.7083333730697632,1.7083333730697632,1.6666666269302368,1.6979166269302368,0.14584825932979584,120000.0
1962-01-25,1.6979166269302368,1.7239583730697632,1.6927083730697632,1.7083333730697632,0.14674310386180878,151200.0
1962-01-26,1.7083333730697632,1.7239583730697632,1.6875,1.7083333730697632,0.14674310386180878,108000.0
1962-01-29,1.7083333730697632,1.7239583730697632,1.703125,1.7239583730697632,0.14808519184589386,122400.0
1962-01-30,1.71875,1.71875,1.6927083730697632,1.6979166269302368,0.14584825932979584,120000.0
1962-01-31,1.6979166269302368,1.7239583730697632,1.6979166269302368,1.7083333730697632,0.14674310386180878,189600.0
1962-02-01,1.7083333730697632,1.75,1.7083333730697632,1.7395833730697632,0.14942729473114014,112800.0
1962-02-02,1.7395833730697632,1.7447916269302368,1.7239583730697632,1.7291666269302368,0.14853253960609436,199200.0
1962-02-05,1.7291666269302368,1.734375,1.7239583730697632,1.7239583730697632,0.14808519184589386,96000.0
1962-02-06,1.7291666269302368,1.7447916269302368,1.7291666269302368,1.734375,0.14897996187210083,105600.0
1962-02-07,1.734375,1.7447916269302368,1.7135416269302368,1.7135416269302368,0.14719048142433167,122400.0
1962-02-08,1.7135416269302368,1.71875,1.7135416269302368,1.7135416269302368,0.14719048142433167,141600.0
1962-02-09,1.7135416269302368,1.71875,1.6927083730697632,1.6927083730697632,0.14540089666843414,115200.0
1962-02-12,1.6927083730697632,1.6979166269302368,1.671875,1.6979166269302368,0.14584825932979584,98400.0
1962-02-13,1.6979166269302368,1.703125,1.6822916269302368,1.6927083730697632,0.14540089666843414,86400.0
1962-02-14,1.6927083730697632,1.6927083730697632,1.6666666269302368,1.6770833730697632,0.1440587043762207,177600.0
1962-02-15,1.671875,1.671875,1.6458333730697632,1.6666666269302368,0.1431639939546585,60000.0
1962-02-16,1.6666666269302368,1.6875,1.6354166269302368,1.6770833730697632,0.1440587043762207,88800.0
1962-02-19,1.6770833730697632,1.6927083730697632,1.6614583730697632,1.6770833730697632,0.1440587043762207,170400.0
1962-02-20,1.6770833730697632,1.6822916269302368,1.6666666269302368,1.671875,0.1436113566160202,67200.0
1962-02-21,1.671875,1.671875,1.625,1.6354166269302368,0.1404796838760376,98400.0
1962-02-23,1.6354166269302368,1.65625,1.625,1.6354166269302368,0.1404796838760376,96000.0
1962-02-26,1.6666666269302368,1.6979166269302368,1.6666666269302368,1.6979166269302368,0.14584825932979584,158400.0
1962-02-27,1.6979166269302368,1.7083333730697632,1.6770833730697632,1.6822916269302368,0.1445060670375824,117600.0
1962-02-28,1.6822916269302368,1.703125,1.6666666269302368,1.6822916269302368,0.1445060670375824,139200.0
1962-03-01,1.6822916269302368,1.703125,1.6822916269302368,1.6822916269302368,0.1445060670375824,74400.0
1962-03-02,1.6822916269302368,1.6875,1.6666666269302368,1.6875,0.14495347440242767,105600.0
1962-03-05,1.6875,1.6927083730697632,1.6666666269302368,1.6875,0.14495347440242767,79200.0
